Central,Recurso,Punto_Medición,X_coord,Y_coord
Paute_molino,Agua residual,Ptar 2_campamento_salida,777578,9714764
Paute_molino,Suelo,Campamento_ zona_ptar                                                                                                                                                                                                                               ,777774,9714766
Paute_molino,Suelo,Desechos_peligrosos                                                                                                                                                                                                                                ,777774,9714766
Paute_molino,Agua residual,Ptar_campamento p2_sector_taller_carpintería,777575,9714766
Paute_molino,Agua residual,Ptar 2_campamento ,777575,9714766
Paute_mazar,Suelo,Gasolinera_p2_Lado_Izquierdo ,777761,9714768
Paute_molino,Suelo,Gasolinera_guarumales_lateral_derecho_p1      ,777761,9714768
Paute_molino,Suelo,Gasolinera_lado_derecho,777761,9714768
Paute_molino,Suelo,Gasolinera_lado_derecho,777761,9714768
Paute_molino,Agua residual,Ptar 2_campamento_entrada,777585,9714768
Paute_molino,Agua residual,Ptar 2_campamento_entrada ,777574,9714768
Paute_molino,Agua residual,Ptar 2_campamento_salida ,777574,9714768
Paute_molino,Agua residual,Ptar 2_campamento_entrada,777574,9714768
Paute_molino,Agua residual,Ptar 2_campamento_salida,777574,9714768
Paute_molino,Agua residual,Ptar 2_campamento_entrada,777574,9714768
Paute_molino,Agua residual,Ptar 2_campamento_salida,777574,9714768
Paute_molino,Agua residual,Ptar 1_campamento_salida,777938,9714774
Paute_molino,Suelo,Campamento_guarumales_relleno sanitario_pozo lixiviados  ,777923,9714776
Paute_molino,Suelo,Campamento_guarumales_relleno sanitario_pozo lixiviados  ,777923,9714776
Paute_molino,Agua residual,Ptar_campamento p1_sector_relleno_sanitario,777941,9714777
Paute_molino,Agua residual,Ptar 1_campamento ,777941,9714777
Paute_molino,Suelo,Campamento_guarumales_relleno sanitario_pozo lixiviados ,777921,9714783
Paute_molino,Lixiviados,Pozo_lixiviados,777920,9714783
Paute_mazar,Lixiviados,Pozo_lixiviados,777915,9714792
Paute_molino,Lixiviados,Pozo_lixiviados,777915,9714792
Paute_molino,Agua potable,Casa_de_máquinas_cafetería,777099,9714860
Paute_molino,Agua residual,Casa_de_máquinas_pozo_efluentes,777099,9714860
Paute_molino,Agua residual,Aguas_turbinada ,777099,9714860
Paute_molino,Agua residual,Trampa_ de_grasas_comedor ,777099,9714860
Paute_molino,Agua residual,Casa_de_máquinas_pozo_efluentes,777099,9714860
Paute_molino,Agua residual,Trampa_de_grasas_cocina,777099,9714860
Paute_molino,Agua residual,Casa_de_máquinas_pozo_efluentes,777099,9714860
Paute_molino,Agua residual,Trampa_de_grasas_cocina,777099,9714860
Paute_molino,Agua potable,Cafetería,777186,9714900
Paute_molino,Agua potable,Cafetería,777186,9714900
Paute_sopladora,Agua potable,Cafetería,777186,9714900
Paute_sopladora,Agua potable,Cafetería,777186,9714900
Paute_molino,Agua residual,Aguas_turbinada,777186,9714900
Paute_molino,Agua residual,Aguas_turbinada,777186,9714900
Paute_molino,Agua de río,Guarumales ,777186,9714900
Paute_molino,Agua de río,Guarumales,777186,9714900
Paute_molino,Agua de río,Guarumales,777186,9714900
Paute_molino,Agua de río,Pie_de_embalse_guarumales                                                                                                                                                                                                                               ,777415,9714917
Paute_molino,Agua de río,Guarumales,777415,9714917
Paute_molino,Agua residual,Aguas_turbinada,777414,9714918
Paute_molino,Agua de río,Guarumales,777188,9714919
Paute_molino,Agua potable,Sala_de_control,776882,9714972
Paute_molino,Agua potable,Edificio_control,776877,9714976
Paute_molino,Agua potable,Sala_de_control,776877,9714976
Paute_molino,Agua potable,Edificio_control,776872,9714980
Paute_molino,Agua potable,Edificio_control,776872,9714980
Paute_molino,Suelo,Escombrera_l1_p2,778627,9714996
Paute_molino,Agua potable,Edificio_control,776900,9714998
Paute_molino,Suelo,Escombrera_l1_p1,778651,9715002
Paute_molino,Agua cruda,Casa_de_máquinas,776567,9715036
Paute_molino,Agua cruda,Casa_de_máquinas,776567,9715036
Paute_molino,Agua cruda,Casa_de_máquinas,776563,9715038
Paute_molino,Agua cruda,Casa_de_máquinas,776571,9715041
Paute_molino,Agua de río,L1,777813,9715262
Paute_mazar,Agua de río,Antes_de_la_central_alazán,760503,9715264
Paute_mazar,Agua de río,Antes_de_la_central_alazán,760333,9715272
Paute_mazar,Agua de río,Antes_de_la_central_alazán,760333,9715272
Paute_mazar,Agua de río,Antes_de_la_central_alazán ,760333,9715272
Paute_mazar,Agua de río,Antes_de_la_central_alazán,760333,9715272
Paute_mazar,Agua de río,Antes_de_la_central_alazán,760333,9715272
Paute_molino,Agua de río,L1,777873,9715281
Paute_molino,Agua de río,L1                                     ,777850,9715284
Paute_molino,Agua de río,L1,777850,9715284
Paute_molino,Agua de río,L1,777850,9715284
Paute_molino,Suelo,Escombrera_hto_t2_p1,776924,9715410
Paute_molino,Suelo,Escombrera_hto_t2_p2  ,776896,9715427
Paute_molino,Suelo,Escombrera_chimenea_de_equilibrio_p1,776576,9715506
Paute_molino,Suelo,Escombreras_chimenea_de_equilibrio_p2,776601,9715528
Paute_mazar,Agua cruda,Quebrada_campamento,770445,9715821
Paute_mazar,Agua cruda,Campamento_captación_arenales,770445,9715821
Paute_mazar,Agua potable,Planta_de_agua_potable,770601,9715951
Paute_mazar,Agua potable,Planta_de_agua_potable,770601,9715951
Paute_mazar,Agua cruda,Quebrada_campamento ,770561,9715968
Paute_mazar,Agua potable,Planta_de_agua_potable,770558,9715974
Paute_mazar,Agua potable,Villa ,770405,9715991
Paute_mazar,Agua potable,Campamento_villa_41,770405,9715991
Paute_mazar,Agua potable,Villa,770510,9716056
Paute_mazar,Agua potable,Villa_24,770446,9716138
Paute_mazar,Suelo,Campamento_arenales _zona_ptar_químicos,770353,9716142
Paute_mazar,Suelo,Campamento_arenales _zona_ptar_químicos  ,770355,9716144
Paute_mazar,Agua residual,Ptar_campamento_arenales_ entrada,770360,9716146
Paute_mazar,Agua residual,Ptar_campamento_arenales_entrada,770360,9716146
Paute_mazar,Agua residual,Ptar_campamento_arenales_entrada,770360,9716146
Paute_mazar,Suelo,Campamento_arenales _zona_ptar_químicos  ,770360,9716146
Paute_mazar,Suelo,Campamento_arenales _zona_ptar_químicos  ,770360,9716146
Paute_mazar,Agua residual,Ptar_campamento_entrada,770354,9716150
Paute_mazar,Agua residual,Ptar_campamento,770351,9716150
Paute_mazar,Agua residual,Ptar_campamento_entrada,770351,9716150
Paute_mazar,Agua residual,Ptar_campamento_arenales_salida,770381,9716180
Paute_mazar,Agua residual,Ptar_campamento_arenales_salida,770381,9716180
Paute_mazar,Agua residual,Ptar_campamento_arenales_salida,770381,9716180
Paute_mazar,Agua residual,Ptar_campamento_salida,770381,9716181
Paute_mazar,Agua residual,Ptar_campamento_salida,770382,9716182
Paute_mazar,Agua potable,Villa_21,770528,9716193
Paute_mazar,Agua potable,Villa_21,770528,9716193
Paute_mazar,Agua cruda,Campamento_arenales ,770542,9716201
Paute_mazar,Agua cruda,Campamento_arenales ,770542,9716201
Paute_mazar,Agua cruda,Campamento_arenales ,770542,9716201
Paute_mazar,Agua cruda,Campamento_arenales ,770542,9716201
Paute_molino,Agua cruda,Molino_2,770542,9716201
Paute_mazar,Agua potable,Planta_de_tratamiento_arenales ,770542,9716201
Paute_mazar,Agua potable,Planta_de_tratamiento_arenales,770542,9716201
Paute_mazar,Agua potable,Planta_de_tratamiento _arenales,770542,9716201
Paute_mazar,Agua potable,Casa_de_máquinas_cafetería,770448,9716202
Paute_mazar,Agua potable,Casa_de_máquinas_cafetería,770448,9716202
Paute_mazar,Agua potable,Baño_cocina,770478,9716233
Paute_mazar,Agua potable,Comedor,770500,9716237
Paute_mazar,Agua residual,Trampa_de_grasas_comedor,770475,9716242
Paute_mazar,Agua potable,Cocina,770500,9716243
Paute_mazar,Agua potable,Cocina,770500,9716243
Paute_mazar,Agua potable,Cocina_arenales,770475,9716244
Paute_mazar,Agua potable,Cocina_arenales,770475,9716244
Paute_mazar,Agua residual,Trampa_de_grasas_comedor,770475,9716244
Paute_mazar,Agua residual,Trampa_de_grasas_comedor,770475,9716244
Paute_mazar,Agua residual,Trampa_de_grasas_comedor,770475,9716244
Paute_mazar,Agua residual,Trampa_de_grasas_comedor,770475,9716244
Paute_mazar,Agua residual,Trampa_de_grasas_comedor,770475,9716244
Paute_molino,Agua de río,Unión_con_el_juval                                                                                                                                                                                                                                ,771516,9716931
Paute_molino,Agua de río,Unión_con_el_pulpito                                                                                                                                                                                                                            ,770537,9717190
Paute_mazar,Agua potable,Baño_casa_de_máquinas,764904,9723286
Paute_mazar,Agua potable,Baño_casa_de_máquinas,764904,9723286
