Central,Recurso,Punto_de_medición,X_coord,Y_coord,Frecuencia ,Norma_tabla,Parámetro,Fecha,Medición,Observación
Molino,Suelo ,Planta_de_agua_p2,777949,9714137,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,16/05/2021 14:00,2310645,
Molino,Suelo ,Planta_de_agua_p2,777949,9714137,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,16/05/2021 14:00,12432,
Molino,Suelo ,Planta_de_agua_p2,777949,9714137,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,16/05/2021 14:00,1044978,
Molino,Suelo ,Planta_de_agua_p2,777949,9714137,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,16/05/2021 14:00,7.49,
Molino,Suelo ,Planta_de_agua_p2,777949,9714137,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,16/05/2021 14:00,320843,
Molino,Suelo ,Planta_de_agua_p2,777949,9714137,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,16/05/2021 14:00,41915,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Aceites y grasas,16/05/2021 9:05,98,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,16/05/2021 9:05,304048,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,16/05/2021 9:05,17845,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,16/05/2021 9:05,1030485,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,16/05/2021 9:05,7.23,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,16/05/2021 9:05,29876,
Molino,Suelo ,Escombreras_chimenea_de_equilibrio_p2,776601,9715528,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,16/05/2021 9:05,34213,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Aceites y grasas,15/05/2021 7:55,98,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,15/05/2021 7:55,377211,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos_aromáticos_policiclicos,15/05/2021 7:55,25.9,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,15/05/2021 7:55,18949,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,15/05/2021 7:55,1290755,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,15/05/2021 7:55,7.93,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,15/05/2021 7:55,29876,
Molino,Suelo ,Escombrera_ventana 2,781731,9713522,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,15/05/2021 7:55,45997,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,15/05/2021 8:15,318141,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos_aromáticos_policiclicos,15/05/2021 8:15,18.7,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos totales de petróleo,15/05/2021 8:15,19798,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Níquel,15/05/2021 8:15,1156022,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,pH,15/05/2021 8:15,7.63,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Plomo,15/05/2021 8:15,29876,
Molino,Suelo ,Escombrera_patio_de_maniobra         ,781419,9712842,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Vanadio,15/05/2021 8:15,49238,
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Cobre,16/05/2021 9:28,346127,
Molino,Suelo ,Escombrera_hto_t2_p2  ,776896,9715427,Anual,Acuerdo_ministerial 97a_anexo2_tabla 2,Hidrocarburos_aromáticos_policiclicos,16/05/2021 9:28,2.3,
