Central,Recurso,Punto_de_medición,X_coord,Y_coord,Frecuencia ,Norma_tabla,Parámetro,Fecha,Medición,Observación
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Semestral,Acuerdo_ministerial 97a_tabla 1,Hierro,18/03/2018 11:35,0,
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Semestral,Acuerdo_ministerial 97a_tabla 1,pH,18/03/2018 11:35,"7,64",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Semestral,Acuerdo_ministerial 97a_tabla 1,Turbiedad,18/03/2018 11:35,"0,16",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Coliformes fecales,28/12/2018 10:00,1,
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Color real,28/12/2018 10:00,1,
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Hierro,28/12/2018 10:00,"0,25",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,pH,28/12/2018 10:00,"7,3",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Turbiedad,28/12/2018 10:00,"0,29",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Coliformes fecales,28/12/2018 10:00,2,
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Color real,28/12/2018 10:00,1,
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Hierro,28/12/2018 10:00,"0,25",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,pH,28/12/2018 10:00,"7,7",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Turbiedad,28/12/2018 10:00,"0,5",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Aluminio,17/09/2019 11:38,"0,1",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,DBO5,17/09/2019 11:38,6,
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Hierro,17/09/2019 11:38,"0,25",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Manganeso,17/09/2019 11:38,"0,1",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Níquel,17/09/2019 11:38,"0,03",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,Oxígeno disuelto ,17/09/2019 11:38,"9,77",
Sopladora,Agua cruda,Quebrada_campamento,783201,9711764,Anual,Acuerdo_ministerial 97a_tabla 1,pH,17/09/2019 11:38,"7,5",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Aluminio,17/09/2019 11:38,"0,1",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,DBO5,17/09/2019 11:38,6,
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Hierro,17/09/2019 11:38,"0,45",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Manganeso,17/09/2019 11:38,"0,1",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Níquel,17/09/2019 11:38,"0,03",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,Oxígeno disuelto ,17/09/2019 11:38,"9,74",
Sopladora,Agua cruda,Casa_de_máquinas ,783740,9712914,Anual,Acuerdo_ministerial 97a_tabla 1,pH,17/09/2019 11:38,"7,6",
